,title,company,place,salary,publish_time
152,数据挖掘工程师,沈阳华信教育科技有限公司,沈阳-浑南区,0.8-1万/月,3月30日
153,数据挖掘分析师（python方向）,南京莱斯网信技术研究院,南京-秦淮区,1-2万/月,3月30日
154,数据挖掘工程师,广州市茶蛑靡捣⒄褂邢薰司,广州-荔湾区,6-8千/月,3月30日
155,数据挖掘工程师,浙江银江研究院有限公司,杭州-西湖区,0.7-1.5万/月,3月30日
156,算法工程师（数据挖掘）,北京清能互联科技有限公司,北京-海淀区,20-30万/年,3月30日
157,算法工程师（数据挖掘）,清华大学,北京-海淀区,20-30万/年,3月30日
158,数据挖掘工程师,浙江托普云农科技股份有限公司,杭州-拱墅区,1.5-2万/月,3月30日
159,数据挖掘和分析工程师,深圳乐播科技有限公司,深圳-南山区,2-3.5万/月,3月30日
160,数据挖掘工程师(J10257),医渡云（北京）技术有限公司,上海-徐汇区,1-1.5万/月,3月30日
161,数据挖掘助理工程师,北京众标智能科技有限公司,上海-宝山区,0.6-1万/月,3月30日
162,电商数据挖掘工程师,蓝色光标-欧泰谱（CRM营销服务）,上海-黄浦区,1-1.5万/月,3月30日
163,数据挖掘开发工程师,广州亿力咨询服务有限公司,广州-天河区,0.6-1.2万/月,3月30日
164,数据挖掘工程师,上海纯米电子科技有限公司,上海-浦东新区,1-2万/月,3月30日
165,数据分析/数据挖掘专家,上海帝博企业管理咨询有限公司,常熟,2-2.5万/月,3月30日
166,数据挖掘工程师,上海联恩贸易发展有限公司,上海-徐汇区,0.8-1.6万/月,3月30日
167,数据挖掘工程师,深圳市前海云途物流有限公司,深圳-龙岗区,1.8-3万/月,3月30日
168,"高级Java工程师( 大数据,数据挖掘)(TJ0010)",万得信息技术股份有限公司（Wind资...,上海-浦东新区,20-30万/年,3月30日
169,大数据部-数据挖掘工程师,长春市博鸿科技服务有限责任公司,长春-高新技术...,1-2万/月,3月30日
170,数据挖掘工程师,深圳市赛纳电子科技有限公司,深圳-龙华新区,1.5-2.5万/月,3月30日
171,数据挖掘工程师,深圳市微队信息技术有限公司,深圳-南山区,0.8-1.5万/月,3月30日
172,数据挖掘经理（金融科技）,交银企业管理服务（上海）有限公司...,上海-长宁区,20-40万/年,3月30日
173,大数据挖掘工程师,深圳市巨龙科教网络有限公司,郑州-高新区,0.8-1.2万/月,3月30日
174,大数据开发/数据挖掘/数据分析工程师（人才培养）,上海海笛数字出版科技有限公司,上海-浦东新区,4.5-6千/月,3月30日
175,数据挖掘工程师,北谷电子有限公司,济南-高新区,0.9-1.8万/月,3月30日
176,CSIG16-地图大数据挖掘工程师,深圳市腾讯计算机系统有限公司,北京,,3月30日
177,机器学习/数据挖掘/自然语言处理工程师,百度在线网络技术（北京）有限公司...,北京-海淀区,1-1.5万/月,3月30日
178,数据挖掘工程师,上海班富电子商务有限公司,上海-黄浦区,1.5-2.5万/月,3月30日
179,大数据挖掘与分析岗,五矿证券有限公司,深圳,1.5-2.5万/月,3月29日
180,0331K8-数据挖掘岗,中国平安财产保险股份有限公司,深圳-福田区,40-50万/年,3月29日
181,数据挖掘工程师,益客集团,南京,1.2-1.8万/月,3月29日
182,数据挖掘与分析工程师,昂坤视觉（北京）科技有限公司,北京-昌平区,1.5-3万/月,3月29日
183,数据挖掘工程师,绿瘦健康产业集团有限公司,广州-荔湾区,1.5-2.5万/月,3月29日
184,数据挖掘工程师/数据建模师,即科金融信息服务（上海）有限公司...,上海-杨浦区,1-1.5万/月,3月29日
185,数据挖掘开发,南京巨美生活信息科技有限公司,深圳-福田区,1-2.5万/月,3月28日
186,数据挖掘工程师,格创东智（深圳）科技有限公司,深圳-南山区,2-3万/月,3月27日
187,高级数据挖掘工程师,T3出行,南京-江宁区,1.5-3万/月,3月27日
188,高级数据挖掘,杭州拓云计算机信息系统有限公司,杭州-西湖区,2.5-3.5万/月,3月27日
189,数据挖掘与AI应用解决方案架构师,华为技术有限公司,深圳-龙岗区,3.2-6万/月,3月27日
190,材料科学大数据挖掘与信息研究员,崇研科技成都有限公司,成都-高新区,0.6-1.3万/月,3月27日
191,博士（数据挖掘或信息安全方向）,信雅达系统工程股份有限公司,杭州,,3月27日
192,综合运营岗（数据挖掘方向）,京东商城,北京-大兴区,1-1.5万/月,3月27日
193,数据挖掘G05048,新浪微博,北京,1.5-2万/月,3月27日
194,数据挖掘工程师,中国医药工业信息中心,上海-静安区,1-1.5万/月,3月26日
195,算法工程师（企业大数据挖掘方向）- 技术部,中科云谷科技有限公司,上海-杨浦区,1.5-3.5万/月,3月26日
196,数据挖掘分析师,北京讯腾智慧科技股份有限公司,北京,1-1.6万/月,3月26日
197,数据挖掘工程师,广州广电运通金融电子股份有限公司...,广州,2-4万/月,3月26日
198,数据挖掘工程师（研发中心）,焦点科技股份有限公司,南京-浦口区,1.2-2万/月,3月26日
199,数据挖掘工程师,赛纳生物科技（北京）有限公司,北京,1-1.5万/月,3月25日
200,数据挖掘,合肥天源迪科信息技术有限公司,合肥-高新区,0.8-1万/月,3月25日
201,数据挖掘工程师,广州君海网络科技有限公司,广州-海珠区,1-1.5万/月,3月25日
202,深度学习工程师/ 数据建模工程师/ 数据挖掘工程师,中国石油天然气管道工程有限公司,成都,15-24万/年,3月25日
203,数据挖掘高级工程师,阳光电源股份有限公司,合肥-高新区,20-35万/年,3月25日
204,数据挖掘与分析师,成都恒图教育咨询有限公司,成都-青羊区,300-300元/天,3月25日
205,数据挖掘工程师,广州艾媒数聚信息咨询股份有限公司...,广州-番禺区,10-18万/年,3月24日
206,数据挖掘工程师,中国汽车工程研究院股份有限公司,重庆-渝北区,0.8-1.5万/月,3月24日
207,SCADA数据挖掘工程师,北京鉴衡认证中心有限公司,北京,1.5-2万/月,3月24日
208,算法工程师/数据挖掘工程师,浙江爱旭太阳能科技有限公司,异地招聘,1-2万/月,3月23日
209,大数据挖掘工程师,佛山市三技精密机械有限公司,异地招聘,1-1.5万/月,3月23日
210,数据挖掘工程师,北京燕昆石油科技发展有限责任公司...,北京,1.5-2万/月,3月23日
211,AI数据挖掘工程师,丹华水利环境技术（上海）有限公司...,上海-徐汇区,1-2万/月,3月23日
212,数据挖掘工程师,珀莱雅化妆品股份有限公司,杭州-西湖区,12-18万/年,3月23日
213,AI或数据挖掘岗,卓望信息技术（北京）有限公司,北京-丰台区,0.9-1.5万/月,3月23日
214,AI或数据挖掘岗,卓望信息技术（北京）有限公司,北京,0.9-1.5万/月,3月23日
215,数据挖掘总监,四川华西集采电子商务有限公司,成都,20-40万/年,3月23日
216,数据挖掘算法工程师,上海白虹软件科技股份有限公司,武汉-武昌区,1-2万/月,3月23日
217,数据挖掘和数据库工程师,混沌天成期货股份有限公司,上海-浦东新区,1.5-2万/月,3月23日
218,数据挖掘工程师,焦点科技股份有限公司,南京,,3月23日
219,YJR-数据挖掘资深工程师(投研数据规划),深圳前海微众银行股份有限公司,深圳,3.5-5万/月,3月21日
220,数据挖掘工程师,深圳思特奇信息技术有限公司,广州-天河区,1.2-1.5万/月,3月21日
221,机器学习/数据挖掘工程师,北京恒通博联科技有限公司,北京-海淀区,1.5-2万/月,3月20日
222,消费者数据挖掘经理,健合集团――广州总部,广州-天河区,2-3万/月,3月20日
223,数据挖掘和算法工程师,浙江至元数据科技有限公司,杭州-西湖区,1.5-2万/月,3月20日
224,数据挖掘工程师,广东三头六臂信息科技有限公司,广州-白云区,1.2-1.8万/月,3月20日
225,数据挖掘工程师,上海零点市场调查有限公司,上海,0.8-1.1万/月,3月20日
226,数据挖掘分析岗,中信银行股份有限公司信用卡中心,深圳,,3月20日
227,数据挖掘工程师（中国电信政务软件基地）,杭州天翼智慧城市科技有限公司,杭州,10-20万/年,3月20日
228,数据挖掘/建模工程师,杭州布诗品牌科技有限公司,杭州-江干区,1-1.5万/月,3月19日
229,大数据挖掘与分析研究员,之江实验室,杭州,,3月19日
230,通信数据挖掘和分析工程师（广州）,湖南华诺科技有限公司,广州,,3月19日
231,大数据挖掘岗,中国民生银行股份有限公司信用卡中...,北京,,3月19日
232,数据分析师（数据挖掘工程师）(研发中心),四川久远银海软件股份有限公司,成都-锦江区,0.8-1.4万/月,3月18日
233,数据挖掘/机器学习/人工智能/算法方向研究人员,大连东软教育科技集团有限公司,大连,,3月18日
234,数据挖掘工程师,优车库网络科技发展（深圳）有限公...,深圳,,3月18日
235,数据挖掘,深圳桑椹电子商务有限公司,深圳-龙华新区,1-1.5万/月,3月17日
236,数据挖掘工程师,信雅达（杭州）计算机服务有限公司...,南京-建邺区,1-1.5万/月,3月17日
237,数据挖掘、机器学习（推荐引擎方向）工程师,杭州摸象大数据科技有限公司,杭州-余杭区,2-4万/月,3月17日
238,数据挖掘工程师,无锡微爱录软件技术有限责任公司,无锡,0.9-1.2万/月,3月17日
239,数据挖掘分析岗,中国大地财产保险股份有限公司,上海,,3月17日
240,数据挖掘工程师,吉贝克信息技术（北京）有限公司,北京,,3月17日
241,数据挖掘师,深圳市利朗达科技有限公司,深圳,0.8-1.6万/月,3月17日
242,数据挖掘工程师,科大讯飞股份有限公司,合肥-高新区,1-1.5万/月,3月16日
243,高级数据挖掘工程师,亚信科技CMC,成都-高新区,1.2-2万/月,3月16日
244,数据挖掘工程师,亚信科技OBC,合肥,1-1.5万/月,3月16日
245,数据挖掘专家,电信事业部,北京-朝阳区,2.5-5万/月,3月16日
246,数据挖掘算法工程师,三一集团人力资源总部,北京-昌平区,4-6万/月,3月15日
247,数据挖掘工程师-NLP,信必优(深圳)信息技术有限公司,深圳-南山区,1.5-2万/月,3月14日
248,数据挖掘（01）,上海复深蓝软件股份有限公司,上海-静安区,1.5-2.5万/月,3月14日
249,AI或数据挖掘岗,卓望信息技术（北京）有限公司,北京,,3月14日
250,数据挖掘(J10216),快助（天津）科技有限公司,天津-和平区,0.8-1万/月,3月13日
251,高级-资深数据挖掘/算法工程师,上海洋码头网络技术有限公司,上海-静安区,2.5-3万/月,3月13日
252,数据挖掘分析师,衣恋时装（上海）有限公司,上海-闵行区,0.8-1.5万/月,3月13日
253,资深数据挖掘工程师,仟金顶网络科技有限公司,杭州-滨江区,1.8-3.5万/月,3月13日
254,院士专家工作室研发管理（数据挖掘）,北京城建设计发展集团股份有限公司...,北京,0.8-1.6万/月,3月12日
255,高级算法-数据挖掘工程师,上海商涌网络科技有限公司,上海-浦东新区,2.5-5万/月,3月12日
256,[ID2757]数据挖掘工程师,联仁健康医疗大数据科技股份有限公...,上海-浦东新区,20-30万/年,3月11日
257,数据挖掘工程师,深圳市紫金支点技术股份有限公司,深圳-南山区,1-2万/月,3月11日
258,数据挖掘工程师,南京瑞h科技有限公司,无锡,0.7-1.5万/月,3月11日
259,数据挖掘工程师,广州市网迅信息技术有限公司,广州-越秀区,1-1.5万/月,3月11日
260,大数据挖掘分析、机器学习算法研究员,中国科学院信息工程研究所,异地招聘,2.5-3.5万/月,3月10日
261,数据挖掘工程师,上海联蔚数据科技有限公司,上海-静安区,1.5-3万/月,3月10日
262,数据挖掘工程师,上海玖数软件有限公司,上海-普陀区,0.8-2万/月,3月9日
263,数据挖掘工程师,广州市康诚信息科技有限公司,深圳-福田区,1-1.5万/月,3月8日
264,呼叫中心客服-数据挖掘渠道 ID-40282,英域成语言培训（上海）有限公司（...,广州-越秀区,3-5千/月,3月8日
265,数据挖掘工程师,明阳智慧能源集团股份公司,深圳-南山区,1-2万/月,3月7日
266,数据挖掘工程师,长春启配信息技术服务有限公司,长春-高新技术...,10-20万/年,3月7日
267,数据挖掘算法,深圳华云信息系统有限公司,深圳-福田区,1-2万/月,3月6日
268,高级数据挖掘工程师,招联消费金融有限公司,深圳-南山区,40-50万/年,3月5日
269,数据挖掘工程师,上海心灵伙伴览育信息技术有限公司...,上海-普陀区,2-3万/月,3月4日
270,高级数据挖掘工程师,武汉精测电子集团股份有限公司,武汉,1.3-1.8万/月,3月4日
271,数据挖掘工程师,青岛禧泰房地产数据有限公司,青岛-市南区,0.6-1.2万/月,3月2日
272,数据挖掘工程师,上海诺祺科技有限公司,广州-天河区,1-1.5万/月,2月28日
273,数据挖掘工程师,广州安望信息科技有限公司,异地招聘,1-2万/月,2月28日
274,数据挖掘（NLP方向）,鸿泰鼎石资产管理有限责任公司,北京-丰台区,1.8-2.5万/月,2月28日
275,数据挖掘算法工程师,广东智源信息技术有限公司,广州,0.8-1.5万/月,2月28日
276,数据挖掘算法工程师,广州同盾信研科技有限公司,杭州-余杭区,1.2-2.5万/月,2月27日
277,数据挖掘工程师,上海游民网络科技有限公司,广州,1.5-2.5万/月,2月27日
278,数据挖掘师―北京分公司,中数通信息有限公司,北京-海淀区,0.8-1万/月,2月27日
279,数据挖掘工程师(J10027),珠海格力电器股份有限公司,珠海,0.8-1万/月,2月27日
280,数据挖掘实习生（毕业可转正）2020届,北京思特奇信息技术股份有限公司郑...,郑州-高新区,6-8千/月,2月26日
281,高级C/C++开发工程师(数据挖掘与分析),北京智维盈讯网络科技有限公司,北京-朝阳区,2-3万/月,2月25日
282,高级数据挖掘工程师,乐普（北京）医疗器械股份有限公司...,北京,1-2万/月,2月25日
283,数据挖掘分析（出差东莞）,深圳索信达数据技术有限公司,异地招聘,1.2-2万/月,2月24日
284,数据挖掘工程师,上海溯因智能科技有限责任公司,上海-闵行区,12-20万/年,2月23日
285,数据挖掘工程师,体奥动力（北京）体育传播有限公司...,北京-朝阳区,1.8-3万/月,2月23日
286,数据挖掘工程师,北京华宇泰聚科技有限公司,北京-海淀区,1.5-2万/月,2月22日
287,高级数据挖掘工程师,鹏元征信有限公司,深圳,2.5-3.5万/月,2月22日
288,初级数据挖掘工程师（DXhxb）(J11513),北京东方国信科技股份有限公司,异地招聘,0.7-1万/月,2月21日
289,数据挖掘工程师,广州多益网络股份有限公司,广州-黄埔区,1.5-2.5万/月,2月21日
290,数据挖掘工程师,上海爱可生信息技术股份有限公司,上海,1.5-3万/月,2月19日
291,数据挖掘工程师,北京希为科技有限公司,深圳-罗湖区,1.5-2.5万/月,2月17日
292,数据挖掘开发工程师-上海,云从科技,上海,3-4万/月,2月14日
293,大数据开发分析/数据挖掘,尖刀视智能科技（上海）有限公司,上海-闵行区,30-40万/年,2月13日
294,数据挖掘工程师,武汉东湖大数据交易中心股份有限公...,武汉-东湖新技...,1.2-2.5万/月,2月13日
295,数据挖掘工程师,MobData大数据云平台,上海-徐汇区,1.5-2万/月,2月12日
296,数据挖掘实习生,释斯科技（上海）有限公司,杭州-余杭区,200-200元/天,2月10日
297,软件工程师（数据挖掘方向）,方大集团股份有限公司,深圳-南山区,2-4万/月,2月9日
298,高级数据挖掘分析师,成都海天数联科技有限公司,成都-高新区,1.5-2.5万/月,2月9日
299,数据挖掘工程师,普育吧科教技术（北京）有限公司华...,武汉,1-1.5万/月,2月8日
